0,1
2023/07/06,191752.17
2023/07/07,191752.17
2023/07/10,191876.13
2023/07/11,196249.09
2023/07/12,196249.09
2023/07/13,196249.09
2023/07/14,196249.09
2023/07/17,196249.09
2023/07/18,196249.09
2023/07/19,196249.09
2023/07/20,196249.09
2023/07/21,196249.09
2023/07/24,196249.09
2023/07/25,196249.09
2023/07/26,196249.09
2023/07/27,196249.09
2023/07/28,196379.59
2023/07/31,196526.4
2023/08/01,192377.69
2023/08/02,195685.75
2023/08/03,192536.66
2023/08/04,172821.43
2023/08/07,183123.11
2023/08/08,183147.52
2023/08/09,179805.02
2023/08/10,179507.26
2023/08/11,175616.26
2023/08/14,176109.81
2023/08/15,176109.81
2023/08/16,176109.81
2023/08/17,174195.01
2023/08/18,175503.52
2023/08/21,175503.52
2023/08/22,175503.52
2023/08/23,175503.52
2023/08/24,175503.52
2023/08/25,175503.52
2023/08/28,175503.52
2023/08/29,175503.52
2023/08/30,175503.52
2023/08/31,175503.52
2023/09/01,175503.52
2023/09/05,176671.25
2023/09/06,175741.39
2023/09/07,175741.39
2023/09/08,175838.14
2023/09/11,176485.47
2023/09/12,176485.47
2023/09/13,176485.47
2023/09/14,176509.95
2023/09/15,174707.03
2023/09/18,174707.03
2023/09/19,174707.03
2023/09/20,174707.03
2023/09/21,174707.03
2023/09/22,174707.03
2023/09/25,172701.22
2023/09/26,172701.22
2023/09/27,172701.22
2023/09/28,172701.22
2023/09/29,172701.22
2023/10/02,172701.22
2023/10/03,178310.69
2023/10/04,178444.69
2023/10/05,178444.69
2023/10/06,179902.63
2023/10/09,178470.52
2023/10/10,178470.52
2023/10/11,178470.52
2023/10/12,178470.52
2023/10/13,178470.52
2023/10/16,178470.52
2023/10/17,178470.52
2023/10/18,178470.52
2023/10/19,178470.52
2023/10/20,178470.52
2023/10/23,178470.52
2023/10/24,178470.52
2023/10/25,192935.34
2023/10/26,191601.32
2023/10/27,191731.82
2023/10/30,193439.45
2023/10/31,193176.13
2023/11/01,194110.97
2023/11/02,195539.86
2023/11/03,200238.26
2023/11/06,200238.26
2023/11/07,196877.3
2023/11/08,197502.92
2023/11/09,197502.92
2023/11/10,197502.92
2023/11/13,194250.42
2023/11/14,200210.32
2023/11/15,200210.32
2023/11/16,196853.87
2023/11/17,200807.5
2023/11/20,200807.5
2023/11/21,200807.5
2023/11/22,200807.5
2023/11/24,200807.5
2023/11/27,200807.5
2023/11/28,200807.5
2023/11/29,200807.5
2023/11/30,200807.5
2023/12/01,198400.01
2023/12/04,150272.14
2023/12/05,152990.79
2023/12/06,151183.65
2023/12/07,153713.38
2023/12/08,154819.09
2023/12/11,154819.09
2023/12/12,154819.09
2023/12/13,154819.09
2023/12/14,155296.68
2023/12/15,155849.5
2023/12/18,155849.5
2023/12/19,155849.5
2023/12/20,152292.4
2023/12/21,155557.78
2023/12/22,155761.27
2023/12/26,155761.27
2023/12/27,155761.27
2023/12/28,141208.64
2023/12/29,141081.35
2024/01/02,139752.2
2024/01/03,139825.42
2024/01/04,142268.43
2024/01/05,142268.43
2024/01/08,142268.43
2024/01/09,142268.43
2024/01/10,142268.43
2024/01/11,142268.43
2024/01/12,142268.43
2024/01/16,142268.43
2024/01/17,142268.43
2024/01/18,142268.43
2024/01/19,142268.43
2024/01/22,142268.43
2024/01/23,142268.43
2024/01/24,142268.43
2024/01/25,142268.43
2024/01/26,143087.23
2024/01/29,142478.73
2024/01/30,142478.73
2024/01/31,142558.53
2024/02/01,143572.7
2024/02/02,143673.55
2024/02/05,143891.91
2024/02/06,143891.91
2024/02/07,143991.82
2024/02/08,144034.23
2024/02/09,138292.98
2024/02/12,138167.25
2024/02/13,138167.25
2024/02/14,138167.25
2024/02/15,141365.67
2024/02/16,142511.79
2024/02/20,142511.79
2024/02/21,142511.79
2024/02/22,146765.42
2024/02/23,147097.73
2024/02/26,147097.73
2024/02/27,147097.73
2024/02/28,152094.92
2024/02/29,152417.75
2024/03/01,152417.75
2024/03/04,137097.74
2024/03/05,141265.0
2024/03/06,143894.78
2024/03/07,144070.4
2024/03/08,146786.2
2024/03/11,146786.2
2024/03/12,146786.2
2024/03/13,146786.2
2024/03/14,145205.49
2024/03/15,147255.83
2024/03/18,147255.83
2024/03/19,147255.83
2024/03/20,147255.83
2024/03/21,147255.83
2024/03/22,147255.83
2024/03/25,147255.83
2024/03/26,147255.83
2024/03/27,148794.29
2024/03/28,146495.65
2024/04/01,149078.29
2024/04/02,148825.57
2024/04/03,146230.53
2024/04/04,146230.53
2024/04/05,149084.91
2024/04/08,148469.69
2024/04/09,148469.69
2024/04/10,152731.36
2024/04/11,151273.4
2024/04/12,151273.4
2024/04/15,151273.4
2024/04/16,151273.4
2024/04/17,151273.4
2024/04/18,151273.4
2024/04/19,151273.4
2024/04/22,151273.4
2024/04/23,146459.93
2024/04/24,151339.03
2024/04/25,151363.23
2024/04/26,151456.6
2024/04/29,155815.64
2024/04/30,154558.78
2024/05/01,158263.06
2024/05/02,156215.87
2024/05/03,158515.85
2024/05/06,158515.85
2024/05/07,158612.82
2024/05/08,160064.31
2024/05/09,160064.31
2024/05/10,160064.31
2024/05/13,158602.44
2024/05/14,159761.86
2024/05/15,159761.86
2024/05/16,159823.36
2024/05/17,159888.72
2024/05/20,159888.72
2024/05/21,160974.06
2024/05/22,161916.96
2024/05/23,161916.96
2024/05/24,161916.96
2024/05/28,161916.96
2024/05/29,161916.96
2024/05/30,161916.96
2024/05/31,164257.72
2024/06/03,164117.98
2024/06/04,164109.84
2024/06/05,164350.21
2024/06/06,164350.21
2024/06/07,164464.56
2024/06/10,165475.03
2024/06/11,165475.03
2024/06/12,165475.03
2024/06/13,165991.51
2024/06/14,165562.79
2024/06/17,165562.79
2024/06/18,165562.79
2024/06/20,165562.79
2024/06/21,165562.79
2024/06/24,165562.79
2024/06/25,165562.79
2024/06/26,168591.39
2024/06/27,170451.48
2024/06/28,170451.48
2024/07/01,170451.48
2024/07/02,169480.13
2024/07/03,160682.38
2024/07/05,161317.81
2024/07/08,162198.02
2024/07/09,162198.02
2024/07/10,162198.02
2024/07/11,162198.02
2024/07/12,162253.78
2024/07/15,159343.75
2024/07/16,159343.75
2024/07/17,159343.75
2024/07/18,159343.75
2024/07/19,159917.93
2024/07/22,160816.28
2024/07/23,161147.2
2024/07/24,158274.61
2024/07/25,157670.95
2024/07/26,159593.26
2024/07/29,159545.74
2024/07/30,159374.84
2024/07/31,160016.5
2024/08/01,160016.5
