282,"['ANET', 'AOS']"
283,"['ANET', 'BBWI']"
284,"['ANET', 'BG']"
285,"['ANET', 'CB']"
286,"['ANET', 'DTE']"
287,"['ANET', 'GM']"
288,"['ANET', 'GPC']"
289,"['ANET', 'HES']"
290,"['ANET', 'IFF']"
291,"['ANET', 'JNJ']"
292,"['ANET', 'MMM']"
293,"['ANSS', 'CTAS']"
294,"['ANSS', 'LULU']"
295,"['AON', 'ARE']"
296,"['AON', 'AWK']"
297,"['AON', 'BX']"
298,"['AON', 'CCI']"
299,"['AON', 'CDW']"
300,"['AON', 'CTLT']"
301,"['AON', 'DHI']"
302,"['AON', 'DOV']"
303,"['AON', 'EA']"
304,"['AON', 'ECL']"
305,"['AON', 'GOOG']"
306,"['AON', 'GOOGL']"
307,"['AON', 'GPN']"
308,"['AON', 'GRMN']"
309,"['AON', 'HSY']"
310,"['AON', 'HUBB']"
311,"['AON', 'IEX']"
312,"['AON', 'J']"
313,"['AON', 'JBHT']"
314,"['AON', 'KEYS']"
315,"['AON', 'KMX']"
316,"['AON', 'LEN']"
317,"['AON', 'LHX']"
318,"['AON', 'MAA']"
319,"['AON', 'MCD']"
320,"['AON', 'MCK']"
321,"['AOS', 'APH']"
322,"['AOS', 'BDX']"
323,"['AOS', 'CHD']"
324,"['AOS', 'CHRW']"
325,"['AOS', 'CMCSA']"
326,"['AOS', 'DTE']"
327,"['AOS', 'EG']"
328,"['AOS', 'FCX']"
329,"['AOS', 'FTNT']"
330,"['AOS', 'GLW']"
331,"['AOS', 'GPC']"
332,"['AOS', 'HSIC']"
333,"['AOS', 'IBM']"
334,"['AOS', 'IFF']"
335,"['AOS', 'IP']"
336,"['AOS', 'IR']"
337,"['AOS', 'JCI']"
338,"['AOS', 'JNJ']"
339,"['AOS', 'LKQ']"
340,"['AOS', 'LYV']"
341,"['AOS', 'MNST']"
342,"['APA', 'BDX']"
343,"['APA', 'HAL']"
344,"['APD', 'DG']"
345,"['APD', 'DHR']"
346,"['APD', 'FDS']"
347,"['APD', 'HD']"
348,"['APD', 'MA']"
349,"['APH', 'BDX']"
350,"['APH', 'FCX']"
351,"['APH', 'IR']"
352,"['APH', 'JNJ']"
353,"['APTV', 'DIS']"
354,"['APTV', 'ELV']"
355,"['APTV', 'HCA']"
356,"['APTV', 'HON']"
357,"['APTV', 'HUBB']"
358,"['APTV', 'IEX']"
359,"['APTV', 'ILMN']"
360,"['APTV', 'LH']"
361,"['APTV', 'MCK']"
362,"['ARE', 'AWK']"
363,"['ARE', 'CDAY']"
364,"['ARE', 'EA']"
365,"['ARE', 'ECL']"
366,"['ARE', 'EW']"
367,"['ARE', 'HSY']"
368,"['ARE', 'KMX']"
369,"['ARE', 'MCK']"
370,"['ARE', 'MMC']"
371,"['ATO', 'BAX']"
372,"['ATO', 'BDX']"
373,"['ATO', 'CBOE']"
374,"['ATO', 'ED']"
375,"['ATO', 'EVRG']"
376,"['ATO', 'FE']"
377,"['ATO', 'IBM']"
378,"['ATO', 'INCY']"
379,"['ATO', 'LVS']"
380,"['AVB', 'CINF']"
381,"['AVB', 'CME']"
382,"['AVB', 'EG']"
383,"['AVB', 'GD']"
384,"['AVB', 'MAR']"
385,"['AVY', 'CAT']"
386,"['AVY', 'COO']"
387,"['AVY', 'ELV']"
388,"['AVY', 'ILMN']"
389,"['AVY', 'IQV']"
390,"['AVY', 'LH']"
391,"['AWK', 'BBY']"
392,"['AWK', 'CDAY']"
393,"['AWK', 'DOV']"
394,"['AWK', 'EA']"
395,"['AWK', 'ECL']"
396,"['AWK', 'FMC']"
397,"['AWK', 'GPN']"
398,"['AWK', 'KMX']"
399,"['AWK', 'MCD']"
400,"['AWK', 'MCK']"
401,"['AXON', 'CAT']"
402,"['AXON', 'COO']"
403,"['AXON', 'EFX']"
404,"['AXON', 'ELV']"
405,"['AXON', 'GWW']"
406,"['AXON', 'HD']"
407,"['AXON', 'ILMN']"
408,"['AXON', 'IQV']"
409,"['AXON', 'ISRG']"
410,"['AXON', 'LH']"
411,"['AXON', 'LLY']"
412,"['AXON', 'LOW']"
413,"['AXP', 'DFS']"
414,"['AXP', 'EXR']"
415,"['AXP', 'MHK']"
416,"['AZO', 'BKNG']"
417,"['BAC', 'BDX']"
418,"['BAC', 'BWA']"
419,"['BAC', 'DLTR']"
420,"['BAC', 'GL']"
421,"['BAC', 'HSIC']"
422,"['BAC', 'IBM']"
423,"['BAC', 'IFF']"
424,"['BAC', 'IPG']"
425,"['BAC', 'IRM']"
426,"['BAC', 'LW']"
427,"['BAC', 'MGM']"
428,"['BALL', 'BDX']"
429,"['BALL', 'ECL']"
430,"['BALL', 'FMC']"
431,"['BALL', 'MCHP']"
432,"['BAX', 'BDX']"
433,"['BAX', 'CMS']"
434,"['BAX', 'CPB']"
435,"['BAX', 'D']"
436,"['BAX', 'ES']"
437,"['BAX', 'EVRG']"
438,"['BAX', 'INCY']"
439,"['BAX', 'INTC']"
440,"['BAX', 'LNT']"
441,"['BBWI', 'CB']"
442,"['BBWI', 'CZR']"
443,"['BBWI', 'GPC']"
444,"['BBWI', 'JNJ']"
445,"['BBY', 'CDAY']"
446,"['BBY', 'COR']"
447,"['BBY', 'DGX']"
448,"['BBY', 'DHI']"
449,"['BBY', 'EA']"
450,"['BBY', 'FMC']"
451,"['BBY', 'JNJ']"
452,"['BBY', 'LEN']"
453,"['BDX', 'BEN']"
454,"['BDX', 'BG']"
455,"['BDX', 'BIIB']"
456,"['BDX', 'BK']"
457,"['BDX', 'BKR']"
458,"['BDX', 'BMY']"
459,"['BDX', 'BRO']"
460,"['BDX', 'BSX']"
461,"['BDX', 'BWA']"
462,"['BDX', 'BXP']"
463,"['BDX', 'C']"
464,"['BDX', 'CAG']"
465,"['BDX', 'CAH']"
466,"['BDX', 'CB']"
467,"['BDX', 'CBOE']"
468,"['BDX', 'CBRE']"
469,"['BDX', 'CF']"
470,"['BDX', 'CFG']"
471,"['BDX', 'CHD']"
472,"['BDX', 'CHRW']"
473,"['BDX', 'CL']"
474,"['BDX', 'CMCSA']"
475,"['BDX', 'CME']"
476,"['BDX', 'CMS']"
477,"['BDX', 'CNC']"
478,"['BDX', 'CNP']"
479,"['BDX', 'COP']"
480,"['BDX', 'COR']"
481,"['BDX', 'CPB']"
482,"['BDX', 'CPRT']"
483,"['BDX', 'CPT']"
484,"['BDX', 'CSCO']"
485,"['BDX', 'CSX']"
486,"['BDX', 'CTRA']"
487,"['BDX', 'CTSH']"
488,"['BDX', 'CVS']"
489,"['BDX', 'CVX']"
490,"['BDX', 'D']"
491,"['BDX', 'DAL']"
492,"['BDX', 'DGX']"
493,"['BDX', 'DLR']"
494,"['BDX', 'DLTR']"
495,"['BDX', 'DTE']"
496,"['BDX', 'DUK']"
497,"['BDX', 'DVN']"
498,"['BDX', 'EA']"
499,"['BDX', 'EBAY']"
500,"['BDX', 'ED']"
501,"['BDX', 'EG']"
502,"['BDX', 'EIX']"
503,"['BDX', 'EMR']"
504,"['BDX', 'EQR']"
505,"['BDX', 'EQT']"
506,"['BDX', 'ES']"
507,"['BDX', 'ETR']"
508,"['BDX', 'EVRG']"
509,"['BDX', 'EXC']"
510,"['BDX', 'F']"
511,"['BDX', 'GE']"
512,"['BDX', 'FCX']"
513,"['BDX', 'FE']"
514,"['BDX', 'FI']"
515,"['BDX', 'FIS']"
516,"['BDX', 'FITB']"
517,"['BDX', 'FMC']"
518,"['BDX', 'FTNT']"
519,"['BDX', 'FTV']"
520,"['BDX', 'GD']"
521,"['BDX', 'FAST']"
522,"['BDX', 'GEN']"
523,"['BDX', 'GILD']"
524,"['BDX', 'GIS']"
525,"['BDX', 'GL']"
526,"['BDX', 'GLW']"
527,"['BDX', 'GM']"
528,"['BDX', 'GPC']"
529,"['BDX', 'HAL']"
530,"['BDX', 'HAS']"
531,"['BDX', 'HBAN']"
532,"['BDX', 'HES']"
533,"['BDX', 'HIG']"
534,"['BDX', 'HPE']"
535,"['BDX', 'HPQ']"
536,"['BDX', 'HRL']"
537,"['BDX', 'HSIC']"
538,"['BDX', 'HST']"
539,"['BDX', 'HWM']"
540,"['BDX', 'IBM']"
541,"['BDX', 'ICE']"
542,"['BDX', 'IFF']"
543,"['BDX', 'INCY']"
544,"['BDX', 'INTC']"
545,"['BDX', 'INVH']"
546,"['BDX', 'IP']"
547,"['BDX', 'IPG']"
548,"['BDX', 'IR']"
549,"['BDX', 'IRM']"
550,"['BDX', 'IVZ']"
551,"['BDX', 'JCI']"
552,"['BDX', 'JKHY']"
553,"['BDX', 'JNJ']"
554,"['BDX', 'JNPR']"
555,"['BDX', 'K']"
556,"['BDX', 'KDP']"
557,"['BDX', 'KEY']"
558,"['BDX', 'KHC']"
559,"['BDX', 'KIM']"
560,"['BDX', 'KMB']"
561,"['BDX', 'KMI']"
562,"['BDX', 'KO']"
563,"['BDX', 'KR']"
564,"['BDX', 'L']"
565,"['BDX', 'LDOS']"
566,"['BDX', 'LKQ']"
567,"['BDX', 'LNT']"
568,"['BDX', 'LUV']"
569,"['BDX', 'LVS']"
570,"['BDX', 'LW']"
571,"['BDX', 'LYB']"
572,"['BDX', 'LYV']"
573,"['BDX', 'MAS']"
574,"['BDX', 'MCHP']"
575,"['BDX', 'MDLZ']"
576,"['BDX', 'MDT']"
577,"['BDX', 'MET']"
578,"['BDX', 'MGM']"
579,"['BDX', 'MKC']"
580,"['BDX', 'MNST']"
581,"['BEN', 'BK']"
582,"['BEN', 'C']"
583,"['BEN', 'CSCO']"
584,"['BEN', 'DLTR']"
585,"['BEN', 'DVN']"
586,"['BEN', 'HSIC']"
587,"['BEN', 'IBM']"
588,"['BEN', 'IFF']"
589,"['BEN', 'LVS']"
590,"['BG', 'CB']"
591,"['BG', 'DTE']"
592,"['BG', 'EMR']"
593,"['BG', 'GM']"
594,"['BG', 'GPC']"
595,"['BG', 'LYB']"
596,"['BG', 'LYV']"
597,"['BIIB', 'CI']"
598,"['BIIB', 'CNC']"
599,"['BIIB', 'CVS']"
600,"['BIIB', 'KHC']"
601,"['BIIB', 'MMM']"
602,"['BIO', 'CHTR']"
603,"['BK', 'BKR']"
604,"['BK', 'C']"
605,"['BK', 'CF']"
606,"['BK', 'CNP']"
607,"['BK', 'CSCO']"
608,"['BK', 'EVRG']"
609,"['BK', 'EXC']"
610,"['BK', 'HPE']"
611,"['BK', 'HSIC']"
612,"['BK', 'IFF']"
613,"['BK', 'JNPR']"
614,"['BK', 'KDP']"
615,"['BK', 'KIM']"
616,"['BK', 'LVS']"
617,"['BK', 'LW']"
618,"['BKNG', 'BLK']"
619,"['BKNG', 'DE']"
620,"['BKNG', 'EPAM']"
621,"['BKNG', 'GNRC']"
622,"['BKNG', 'IDXX']"
623,"['BKNG', 'LRCX']"
624,"['BKR', 'CNP']"
625,"['BKR', 'EIX']"
626,"['BKR', 'HST']"
627,"['BKR', 'IBM']"
628,"['BKR', 'LVS']"
629,"['BLK', 'GNRC']"
630,"['BLK', 'IDXX']"
631,"['BLK', 'LRCX']"
632,"['BMY', 'CAG']"
633,"['BMY', 'CAH']"
634,"['BMY', 'KR']"
635,"['BR', 'DGX']"
636,"['BR', 'DHI']"
637,"['BR', 'EA']"
638,"['BR', 'FSLR']"
639,"['BR', 'KMX']"
640,"['BR', 'LEN']"
641,"['BR', 'MCK']"
642,"['BRO', 'CL']"
643,"['BRO', 'MKC']"
644,"['BSX', 'EIX']"
645,"['BSX', 'EVRG']"
646,"['BSX', 'EXC']"
647,"['BSX', 'F']"
648,"['BSX', 'HAL']"
649,"['BSX', 'HBAN']"
650,"['BSX', 'HPE']"
651,"['BSX', 'IBM']"
652,"['BSX', 'IFF']"
653,"['BSX', 'JNPR']"
654,"['BSX', 'KEY']"
655,"['BSX', 'KIM']"
656,"['BSX', 'KMI']"
657,"['BSX', 'LVS']"
658,"['BWA', 'CAH']"
659,"['BWA', 'CHRW']"
660,"['BWA', 'CMS']"
661,"['BWA', 'CSX']"
662,"['BWA', 'DLTR']"
663,"['BWA', 'DTE']"
664,"['BWA', 'FITB']"
665,"['BWA', 'FTV']"
666,"['BWA', 'GL']"
667,"['BWA', 'GLW']"
668,"['BWA', 'HPQ']"
669,"['BWA', 'HSIC']"
670,"['BWA', 'IBM']"
671,"['BWA', 'IFF']"
672,"['BWA', 'INVH']"
673,"['BWA', 'IPG']"
674,"['BWA', 'IRM']"
675,"['BWA', 'IVZ']"
676,"['BWA', 'KDP']"
677,"['BWA', 'LNT']"
678,"['BWA', 'LW']"
679,"['BX', 'J']"
680,"['BXP', 'CVX']"
681,"['BXP', 'FRT']"
682,"['C', 'CBOE']"
683,"['C', 'HAS']"
684,"['C', 'HIG']"
685,"['C', 'IBM']"
686,"['C', 'IFF']"
687,"['C', 'L']"
688,"['C', 'LW']"
689,"['CAG', 'CAH']"
690,"['CAG', 'CPB']"
691,"['CAG', 'HRL']"
692,"['CAG', 'HSIC']"
693,"['CAG', 'IBM']"
694,"['CAG', 'KDP']"
695,"['CAG', 'KR']"
696,"['CAG', 'MKC']"
697,"['CAH', 'CMS']"
698,"['CAH', 'CNC']"
699,"['CAH', 'CPB']"
700,"['CAH', 'CSX']"
701,"['CAH', 'DUK']"
702,"['CAH', 'F']"
703,"['CAH', 'GEN']"
704,"['CAH', 'HPQ']"
705,"['CAH', 'HRL']"
706,"['CAH', 'HSIC']"
707,"['CAH', 'INTC']"
708,"['CAH', 'INVH']"
709,"['CAH', 'IPG']"
710,"['CAH', 'IRM']"
711,"['CAH', 'JKHY']"
712,"['CAH', 'K']"
713,"['CAH', 'KDP']"
714,"['CAH', 'KO']"
715,"['CAH', 'KR']"
716,"['CAH', 'LNT']"
717,"['CAH', 'LW']"
718,"['CAT', 'COO']"
719,"['CAT', 'ELV']"
720,"['CAT', 'ILMN']"
721,"['CAT', 'IQV']"
722,"['CAT', 'LH']"
723,"['CB', 'CBRE']"
724,"['CB', 'CINF']"
725,"['CB', 'CME']"
726,"['CB', 'CPT']"
727,"['CB', 'DLTR']"
728,"['CB', 'DRI']"
729,"['CB', 'FCX']"
730,"['CB', 'GE']"
731,"['CB', 'GM']"
732,"['CB', 'HES']"
733,"['CB', 'HIG']"
734,"['CB', 'HLT']"
735,"['CB', 'JCI']"
736,"['CB', 'LYB']"
737,"['CB', 'LYV']"
738,"['CB', 'MAR']"
739,"['CB', 'MET']"
740,"['CB', 'MGM']"
741,"['CBOE', 'CVX']"
742,"['CBOE', 'EQR']"
743,"['CBOE', 'FE']"
744,"['CBOE', 'GD']"
745,"['CBOE', 'GL']"
746,"['CBOE', 'HAS']"
747,"['CBOE', 'HES']"
748,"['CBOE', 'HIG']"
749,"['CBOE', 'IBM']"
750,"['CBOE', 'IFF']"
751,"['CBOE', 'L']"
752,"['CBOE', 'LW']"
753,"['CBRE', 'DGX']"
754,"['CBRE', 'HLT']"
755,"['CBRE', 'MDT']"
756,"['CCI', 'EA']"
757,"['CCI', 'MCK']"
758,"['CDAY', 'DGX']"
759,"['CDAY', 'DHI']"
760,"['CDAY', 'EA']"
761,"['CDAY', 'FMC']"
762,"['CDAY', 'LEN']"
763,"['CDAY', 'MCK']"
764,"['CDNS', 'CRM']"
765,"['CDNS', 'ILMN']"
766,"['CDNS', 'ITW']"
767,"['CDNS', 'MCK']"
768,"['CDW', 'ELV']"
769,"['CDW', 'HON']"
770,"['CDW', 'HUBB']"
771,"['CDW', 'KEYS']"
772,"['CDW', 'MCK']"
773,"['CE', 'CZR']"
774,"['CE', 'ILMN']"
775,"['CE', 'KMX']"
776,"['CF', 'CFG']"
777,"['CF', 'DLTR']"
778,"['CF', 'GD']"
779,"['CF', 'GE']"
780,"['CF', 'HAS']"
781,"['CF', 'HSIC']"
782,"['CF', 'IBM']"
783,"['CF', 'IFF']"
784,"['CF', 'IVZ']"
785,"['CF', 'L']"
786,"['CF', 'LUV']"
787,"['CF', 'MGM']"
788,"['CFG', 'DLTR']"
789,"['CFG', 'DTE']"
790,"['CFG', 'DUK']"
791,"['CFG', 'GL']"
792,"['CFG', 'HAS']"
793,"['CFG', 'HSIC']"
794,"['CFG', 'HWM']"
795,"['CFG', 'IBM']"
796,"['CFG', 'IFF']"
797,"['CFG', 'IVZ']"
798,"['CFG', 'LW']"
